filepath,label
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file12892.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file28450.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file13634.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25112.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3708.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file28295.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16963.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21652.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25682.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16690.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file17639.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25875.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17976.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9949.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file13589.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file24861.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11027.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file19463.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8640.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file20682.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file28645.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17438.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25431.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file1026.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file25599.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file29780.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file31496.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2663.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12373.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file27757.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8978.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9177.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file13463.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file208.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15698.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21347.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12833.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file30871.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file7458.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21599.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file20635.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3716.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30154.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file25756.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9224.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file28053.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file5656.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file18440.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file30376.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file27807.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file21154.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file27070.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file24300.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file19642.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file10022.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file26007.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file22005.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file4781.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file24858.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30629.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3828.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file385.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file12406.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file4913.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file34031.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file27101.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file31142.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file6362.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file16269.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file18884.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file22857.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6361.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file18476.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11925.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file31204.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12884.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30232.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10185.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file12966.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file27969.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file28686.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file27719.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file9768.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2863.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file8357.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file8860.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file7332.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file33401.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file6913.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file14462.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file32652.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file17092.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file5488.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16153.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25116.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17382.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file32189.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file14914.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file14273.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file24389.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file11396.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file28307.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12457.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17281.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file33962.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file22803.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file5619.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file16490.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file7795.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file30334.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file31033.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file9782.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file32165.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15252.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16147.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file24981.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15987.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file26621.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9836.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file5461.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10637.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25526.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17806.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file15328.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2384.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file19504.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file27544.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file1343.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file22448.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file25935.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file23718.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file18209.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10070.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file4000.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13833.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file19601.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file530.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file2959.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30662.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10065.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10461.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file12971.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file10306.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file2016.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file28999.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file10666.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8743.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file16034.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file4779.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file5811.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file28600.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6407.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file3635.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file18039.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file27039.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3229.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file2946.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13723.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file13859.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file4420.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file12748.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file7332.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13073.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file11686.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9672.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file18676.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file6267.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file3209.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file8726.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file18545.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12147.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file18632.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21077.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file6919.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file17844.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file19431.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file17213.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file21580.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file13170.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file30661.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file2784.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9906.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file12534.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file13565.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file1750.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file19542.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\fake\file9450.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,1
C:/Users/omerf/Downloads/for-2sec/for-2seconds\training\real\file5946.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,0
